member_id,tier,enrollment_date,tenure_days,primary_hub,days_since_last_booking,bookings_last_90d,bookings_last_180d,bookings_last_365d,total_bookings_lifetime,avg_fare,total_spend_lifetime,fare_class_most_common,pct_discount_fares,unique_routes_lifetime,route_diversity_score,pct_bookings_summer,pct_bookings_holiday,points_balance,points_earned_last_90d,points_earning_velocity,redemption_gap_days,points_redeemed_last_365d,points_expiring_soon,complaints_last_365d,support_tickets_open,avg_support_csat,promos_sent_last_180d,promos_redeemed_last_180d,promo_response_rate,app_logins_last_90d,email_open_rate,recency_score,frequency_score,monetary_score,rfm_score,churn_label
TB000913,Blue,2023-09-09,1080,SJU,26,2,6,11,15,260.38,4393.51,Blue Basic,0.018,6,0.4,0.499,0.145,15455,377,4.19,237,0,0,1,0,3.55,6,3,0.577,18,0.356,97.1,100,43.9,80.3,0
TB000914,Blue Plus,2023-05-25,1187,SJU,52,2,4,4,4,390.48,1491.29,Mint,0.513,3,0.75,0.23,0.056,3391,1895,21.06,96,27,0,0,0,4.68,3,1,0.218,0,0.655,94.2,48,14.9,52.4,0
TB000915,Blue,2018-02-25,3102,MCO,403,2,3,3,3,277.42,751.82,Blue,0.364,3,1.0,0.274,0.276,2159,331,3.68,375,5927,0,1,1,1.93,5,1,0.285,2,0.375,55.2,36,7.5,32.9,1
TB000916,Blue,2019-07-29,2583,BOS,117,1,1,4,20,183.66,4055.57,Blue Extra,0.246,4,0.2,0.281,0.146,17895,1567,17.41,785,6078,1,1,1,4.16,4,2,0.412,15,0.506,87.0,48,40.6,58.5,1
TB000917,Blue Plus,2019-09-03,2547,SJU,113,2,3,3,30,378.67,12179.4,Blue,0.053,4,0.133,0.298,0.224,15961,647,7.19,279,761,0,3,0,3.79,2,1,0.451,21,0.588,87.4,36,100,74.5,1
TB000918,Blue,2020-07-30,2216,JFK,61,1,4,6,11,263.13,2824.4,Blue Basic,0.224,3,0.273,0.33,0.117,20930,2673,29.7,418,3887,1,0,0,4.39,5,1,0.29,1,0.504,93.2,72,28.2,64.5,1
TB000919,Blue,2023-02-27,1274,MCO,135,0,2,2,2,223.36,462.57,Blue Extra,0.324,4,1.0,0.255,0.081,13093,0,0.0,362,12725,0,1,1,3.62,3,2,0.51,3,0.024,85.0,24,4.6,37.9,1
TB000920,Blue,2016-05-04,3764,MCO,16,2,5,7,12,362.62,4428.27,Blue,0.233,4,0.333,0.084,0.084,18063,3581,39.79,51,12233,0,2,1,3.39,3,2,0.682,9,0.417,98.2,84,44.3,75.5,0
TB000921,Blue,2014-12-28,4257,LAX,11,1,1,1,8,205.59,1404.32,Blue Extra,0.502,1,0.125,0.143,0.194,3875,0,0.0,148,1955,0,1,0,1.73,1,0,0.0,0,0.0,98.8,12,14.0,41.6,1
TB000922,Blue Plus,2024-06-17,798,JFK,129,1,2,4,4,356.37,1429.18,Blue,0.205,5,1.0,0.264,0.0,7924,1065,11.83,7,0,0,1,0,5.0,9,5,0.523,15,0.565,85.7,48,14.3,49.3,0
TB000923,Blue,2022-03-23,1615,MCO,53,1,2,2,6,164.56,862.85,Blue,0.45,5,0.833,0.253,0.269,10311,0,0.0,163,9231,0,0,0,4.44,3,2,0.558,7,0.264,94.1,24,8.6,42.2,0
TB000924,Blue,2020-09-28,2156,JFK,12,1,1,3,8,264.46,2025.81,Blue Basic,0.299,1,0.125,0.396,0.085,9165,2994,33.27,167,10504,0,1,0,3.1,3,0,0.0,0,0.0,98.7,36,20.3,51.7,1
TB000925,Blue,2023-03-21,1252,BOS,286,0,2,2,9,388.2,3520.57,Blue Basic,0.278,4,0.444,0.282,0.142,9133,1796,19.96,595,0,0,1,0,3.73,3,0,0.057,13,0.647,68.2,24,35.2,42.5,1
TB000926,Blue Plus,2021-08-28,1822,SJU,60,1,1,4,7,300.86,2015.93,Blue Basic,0.404,4,0.571,0.274,0.035,7949,1071,11.9,173,1996,0,0,0,4.23,0,0,0.532,15,0.265,93.3,48,20.2,53.8,0
TB000927,Blue,2023-01-21,1311,SJU,27,1,1,1,1,210.28,194.96,Blue Basic,0.191,2,1.0,0.452,0.183,5998,224,2.49,34,0,0,2,0,3.31,5,2,0.304,0,0.309,97.0,12,1.9,37.0,1
TB000928,Blue,2025-03-13,529,LAX,24,0,4,6,6,389.41,2434.1,Blue Basic,0.233,7,1.0,0.362,0.008,16422,4890,54.33,145,2019,0,0,0,5.0,6,3,0.429,5,0.294,97.3,72,24.3,64.5,0
TB000929,Blue,2015-03-19,4176,JFK,151,2,4,7,33,347.94,10908.99,Blue Basic,0.236,4,0.121,0.189,0.228,19587,3456,38.4,39,8036,0,0,0,4.51,7,2,0.232,21,0.188,83.2,84,100,89.1,0
TB000930,Blue,2017-07-12,3330,FLL,26,0,0,0,2,337.68,734.79,Blue,0.468,5,1.0,0.295,0.006,7088,2927,32.52,242,1072,0,0,0,4.42,6,4,0.684,7,0.679,97.1,0,7.3,34.8,0
TB000931,Blue,2021-09-08,1811,SJU,329,0,0,1,1,190.84,171.3,Blue Basic,0.315,7,1.0,0.212,0.219,4213,2775,30.83,1,0,0,1,1,2.19,6,0,0.0,0,0.0,63.4,12,1.7,25.7,1
TB000932,Blue,2025-02-11,559,LAX,15,1,1,1,1,351.29,362.25,Blue Basic,0.321,4,1.0,0.295,0.116,9348,0,0.0,220,0,0,0,0,4.07,6,0,0.011,9,0.089,98.3,12,3.6,38.0,1
TB000933,Blue,2018-06-15,2992,JFK,64,2,3,3,10,223.69,2415.29,Blue,0.257,3,0.3,0.373,0.103,9752,1362,15.13,247,5695,0,0,0,4.88,6,2,0.36,5,0.342,92.9,36,24.2,51.0,0
TB000934,Blue,2016-02-29,3829,BOS,348,0,2,5,5,127.59,706.62,Blue Extra,0.262,1,0.2,0.424,0.043,1631,0,0.0,81,6309,0,1,0,2.43,6,0,0.0,9,0.03,61.3,60,7.1,42.8,1
TB000935,Blue Plus,2019-03-11,2723,SJU,17,1,2,3,19,303.66,6577.4,Blue,0.484,7,0.368,0.189,0.159,19155,1642,18.24,70,6394,0,0,0,4.98,9,1,0.063,13,0.45,98.1,36,65.8,66.6,0
TB000936,Blue Plus,2022-10-21,1403,BOS,123,4,6,7,13,329.76,3774.72,Blue,0.0,3,0.231,0.341,0.372,10830,859,9.54,261,10092,0,0,0,4.37,8,3,0.349,3,0.605,86.3,84,37.7,69.3,0
TB000937,Blue Plus,2020-03-17,2351,JFK,8,2,2,3,8,232.89,1627.16,Blue,0.201,1,0.125,0.356,0.064,15042,1557,17.3,245,0,0,0,0,4.08,6,0,0.0,0,0.157,99.1,36,16.3,50.5,0
TB000938,Blue,2023-01-24,1308,JFK,44,4,6,6,13,242.03,3074.86,Blue,0.216,14,1.0,0.261,0.155,25179,1292,14.36,87,9220,0,0,0,4.7,6,2,0.401,16,0.613,95.1,72,30.7,65.9,0
TB000939,Blue Plus,2018-10-26,2859,JFK,67,0,2,5,9,282.39,2396.56,Blue,0.15,9,1.0,0.202,0.217,17503,4594,51.04,145,4045,0,0,0,4.56,5,2,0.414,7,0.737,92.6,60,24.0,58.9,0
TB000940,Blue,2026-04-26,120,SJU,269,0,0,2,2,154.74,315.12,Blue Basic,0.391,1,0.5,0.505,0.375,0,2555,28.39,206,0,0,1,0,4.43,7,2,0.319,0,0.017,70.1,24,3.2,32.4,1
TB000941,Blue Plus,2023-09-25,1064,FLL,339,0,1,3,3,213.98,576.28,Blue,0.473,2,0.667,0.471,0.028,13312,118,1.31,408,0,0,3,0,4.17,4,1,0.342,18,0.195,62.3,36,5.8,34.7,1
TB000942,Mosaic,2014-11-19,4296,FLL,15,4,8,8,29,434.77,14202.15,Blue Basic,0.424,7,0.241,0.492,0.186,14532,2001,22.23,35,14397,0,1,0,2.99,5,1,0.184,16,0.83,98.3,96,100,98.1,0
TB000943,Blue Plus,2023-07-19,1132,JFK,10,5,6,8,8,535.74,4799.46,Blue Basic,0.031,8,1.0,0.357,0.15,7987,3640,40.44,121,4700,0,0,0,4.49,5,2,0.312,24,0.208,98.9,96,48.0,81.0,0
TB000944,Blue Plus,2016-02-19,3839,JFK,99,2,2,3,9,237.73,2085.68,Mint,0.253,4,0.444,0.187,0.106,14093,2143,23.81,245,16282,0,1,0,2.79,7,1,0.118,14,0.119,89.0,36,20.9,48.6,0
TB000945,Blue Plus,2024-09-11,712,BOS,423,2,3,3,13,296.94,3570.9,Blue Extra,0.469,5,0.385,0.297,0.104,18557,3661,40.68,1000,3398,0,0,0,4.61,6,3,0.449,1,0.431,53.0,36,35.7,41.6,1
TB000946,Blue,2017-10-15,3235,FLL,53,1,3,5,14,374.13,5454.06,Blue,0.47,8,0.571,0.342,0.154,14597,3198,35.53,297,6490,0,0,0,4.12,5,2,0.304,11,0.56,94.1,60,54.5,69.5,0
TB000947,Blue Plus,2018-04-23,3045,BOS,432,0,1,5,8,230.08,1764.49,Blue Basic,0.409,1,0.125,0.249,0.316,4687,1596,17.73,388,2187,0,1,1,3.26,6,1,0.179,1,0.281,52.0,60,17.6,43.2,1
TB000948,Blue Plus,2019-02-26,2736,BOS,218,2,2,3,10,209.14,2253.5,Blue,0.594,6,0.6,0.466,0.053,9495,2115,23.5,232,13438,0,0,0,4.43,6,2,0.403,0,0.246,75.8,36,22.5,44.8,1
TB000949,Blue,2021-05-13,1929,JFK,132,0,1,4,7,295.56,2104.52,Blue Extra,0.126,6,0.857,0.36,0.141,11645,3278,36.42,569,1599,0,0,0,4.37,3,1,0.273,6,0.589,85.3,48,21.0,51.4,1
TB000950,Blue,2025-07-25,395,SJU,128,2,2,5,5,252.43,1358.68,Blue,0.745,4,0.8,0.352,0.151,248,1151,12.79,393,0,0,0,0,5.0,5,2,0.364,15,0.48,85.8,60,13.6,53.1,1
TB000951,Mosaic,2018-12-02,2822,BOS,2,2,2,2,19,338.56,6586.49,Blue Extra,0.268,5,0.263,0.381,0.166,24781,2525,28.06,38,14778,0,0,0,4.33,4,2,0.468,21,0.384,99.8,24,65.9,63.2,0
TB000952,Blue Plus,2021-11-07,1751,JFK,414,2,2,2,2,269.16,499.21,Blue,0.125,5,1.0,0.478,0.156,11175,0,0.0,39,12792,0,0,0,4.6,5,0,0.0,9,0.406,54.0,24,5.0,27.7,1
TB000953,Blue,2016-08-19,3657,FLL,21,1,3,6,21,322.63,7574.19,Blue,0.084,9,0.429,0.508,0.05,20122,3024,33.6,82,17339,0,0,0,4.53,7,5,0.749,26,0.67,97.7,72,75.7,81.8,0
TB000954,Mosaic,2022-10-19,1405,JFK,19,2,4,5,11,307.68,3475.24,Blue Basic,0.229,7,0.636,0.449,0.0,22963,0,0.0,58,13802,0,0,0,4.63,10,3,0.311,19,0.564,97.9,60,34.8,64.2,0
TB000955,Blue,2017-10-11,3239,SJU,63,2,4,6,6,300.14,1548.55,Blue,0.383,4,0.667,0.318,0.239,15590,1344,14.93,29,0,0,0,0,4.71,2,1,0.286,17,0.635,93.0,72,15.5,60.2,0
TB000956,Blue,2026-06-03,82,BOS,129,3,7,7,7,315.0,2191.55,Blue Extra,0.494,2,0.286,0.323,0.145,9528,1842,20.47,295,5055,0,2,0,3.23,5,2,0.373,0,0.158,85.7,84,21.9,63.9,1
TB000957,Blue,2017-04-06,3427,BOS,29,1,2,2,15,412.82,6162.64,Blue Extra,0.1,7,0.467,0.349,0.197,16914,4823,53.59,15,9391,0,0,0,4.95,4,2,0.564,23,0.699,96.8,24,61.6,60.8,0
TB000958,Blue Plus,2015-03-16,4179,JFK,46,2,3,3,14,332.43,4066.62,Mint,0.302,6,0.429,0.568,0.233,10426,3457,38.41,50,2166,0,1,0,3.12,3,2,0.798,19,0.354,94.9,36,40.7,57.2,0
TB000959,Blue,2026-03-01,176,SJU,73,0,0,0,0,421.24,387.1,Blue Extra,0.435,6,1.0,0.311,0.247,16503,1714,19.04,2,14120,0,0,0,3.64,6,2,0.304,6,0.166,91.9,0,3.9,31.9,0
TB000960,Blue,2024-08-04,750,BOS,420,1,3,5,5,338.09,1773.45,Blue,0.185,3,0.6,0.464,0.153,13144,538,5.98,103,24608,0,0,0,4.45,5,2,0.473,16,0.486,53.3,60,17.7,43.7,1
TB000961,Blue,2018-08-26,2920,BOS,18,2,2,2,16,260.17,4601.05,Blue Extra,0.096,4,0.25,0.178,0.322,10218,1300,14.44,62,12605,0,1,0,3.11,4,2,0.381,18,0.684,98.0,24,46.0,56.0,0
TB000962,Blue Plus,2016-04-04,3794,BOS,900,3,7,7,14,391.91,6024.54,Blue,0.32,5,0.357,0.2,0.139,10021,832,9.24,248,20903,0,0,0,5.0,4,1,0.334,27,0.076,0,84,60.2,48.1,1
TB000963,Blue,2020-10-12,2142,BOS,40,2,5,5,6,231.67,1388.1,Blue,0.378,3,0.5,0.286,0.22,9450,315,3.5,564,11151,0,0,0,4.11,4,1,0.28,3,0.49,95.6,60,13.9,56.5,0
TB000964,Blue,2023-10-03,1056,JFK,98,2,3,4,10,296.83,3058.6,Blue,0.215,5,0.5,0.522,0.268,3269,2909,32.32,851,7098,1,0,0,4.56,6,0,0.046,14,0.544,89.1,48,30.6,55.9,1
TB000965,Blue,2020-07-18,2228,LAX,3,1,4,7,15,375.57,5989.72,Blue Extra,0.259,8,0.533,0.429,0.117,22111,2683,29.81,72,13254,0,0,0,4.18,4,3,0.71,25,0.595,99.7,84,59.9,81.2,0
TB000966,Blue,2020-06-11,2265,BOS,37,1,1,1,7,158.66,1197.91,Blue,0.166,1,0.143,0.4,0.011,14075,1908,21.2,578,7788,1,1,0,3.18,3,1,0.246,0,0.48,95.9,12,12.0,40.0,1
TB000967,Blue Plus,2026-03-17,160,SJU,231,0,0,2,2,313.0,653.22,Blue,0.139,4,1.0,0.277,0.257,21328,2153,23.92,59,3683,0,2,0,3.83,8,3,0.379,9,0.477,74.3,24,6.5,34.9,1
TB000968,Blue Plus,2021-07-11,1870,SJU,45,0,0,0,3,405.07,1302.47,Blue,0.451,2,0.667,0.412,0.23,9573,466,5.18,51,11187,0,0,0,4.73,6,3,0.525,11,0.304,95.0,0,13.0,36.0,0
TB000969,Blue,2021-11-23,1735,BOS,11,4,7,10,18,465.69,7762.54,Blue,0.105,7,0.389,0.399,0.2,15963,4589,50.99,2,16329,0,0,0,4.62,6,5,0.909,22,0.506,98.8,100,77.6,92.1,0
TB000970,Blue,2015-05-20,4114,LAX,206,3,3,3,22,404.15,9285.09,Blue,0.179,8,0.364,0.495,0.196,23059,5307,58.97,163,13321,0,0,0,4.53,5,1,0.278,18,0.277,77.1,36,92.9,68.7,0
TB000971,Blue,2018-10-27,2858,BOS,132,1,2,2,24,309.17,8475.45,Blue,0.29,5,0.208,0.416,0.096,12055,2609,28.99,359,4927,0,0,0,5.0,5,3,0.554,19,0.464,85.3,24,84.8,64.7,1
TB000972,Blue,2017-05-11,3392,JFK,63,4,7,7,29,312.68,8353.49,Blue Basic,0.223,7,0.241,0.447,0.124,16637,3551,39.46,74,6694,0,0,0,4.13,8,3,0.342,12,0.617,93.0,84,83.5,86.8,0
TB000973,Blue Plus,2017-02-02,3490,MCO,1,3,5,7,37,436.6,17439.87,Blue,0.24,8,0.216,0.238,0.096,11952,3350,37.22,3,10607,0,0,0,4.76,1,0,0.49,13,0.608,99.9,84,100,94.6,0
TB000974,Blue,2015-03-02,4193,SJU,107,0,0,0,16,176.83,2443.72,Blue,0.509,4,0.25,0.552,0.144,4216,656,7.29,216,2013,0,1,0,2.98,4,2,0.432,5,0.0,88.1,0,24.4,37.5,0
TB000975,Blue,2020-01-20,2408,JFK,156,1,1,2,2,236.42,504.68,Blue Extra,0.421,2,1.0,0.115,0.03,0,494,5.49,340,49,0,1,0,3.97,5,1,0.192,12,0.299,82.7,24,5.0,37.2,1
TB000976,Blue Plus,2025-10-09,319,JFK,40,2,2,5,9,333.3,2991.98,Blue Basic,0.093,8,0.889,0.253,0.238,13146,4214,46.82,453,10613,0,1,0,3.75,4,2,0.56,16,0.67,95.6,60,29.9,61.8,0
TB000977,Blue,2018-10-20,2865,BOS,64,1,1,1,1,222.5,234.32,Blue Basic,0.133,3,1.0,0.29,0.124,1568,1326,14.73,286,1601,0,1,1,2.94,6,3,0.58,0,0.111,92.9,12,2.3,35.7,1
TB000978,Blue,2018-11-22,2832,MCO,156,4,4,4,4,199.9,881.86,Blue,0.089,4,1.0,0.214,0.138,7921,1779,19.77,72,7088,0,3,0,2.0,5,1,0.243,7,0.324,82.7,48,8.8,46.5,1
TB000979,Blue Plus,2019-09-04,2546,JFK,2,0,0,0,19,408.97,7925.2,Blue,0.225,6,0.316,0.446,0.241,9797,488,5.42,164,7270,0,0,0,4.27,7,2,0.216,17,0.413,99.8,0,79.3,59.7,0
TB000980,Mosaic,2021-07-13,1868,JFK,14,2,4,4,21,270.72,5146.94,Blue Basic,0.074,9,0.429,0.376,0.117,10052,3153,35.03,65,0,0,0,0,4.29,7,2,0.293,24,0.672,98.4,48,51.5,66.0,0
TB000981,Blue Plus,2023-09-18,1071,SJU,324,1,1,2,2,223.85,406.56,Blue Basic,0.395,5,1.0,0.454,0.022,12007,205,2.28,107,7531,0,1,0,3.06,4,0,0.0,3,0.254,64.0,24,4.1,30.7,1
TB000982,Blue,2021-04-20,1952,BOS,9,1,4,4,15,159.95,2062.08,Blue Basic,0.207,1,0.067,0.535,0.082,5574,515,5.72,249,6668,0,1,0,4.33,4,2,0.388,0,0.23,99.0,48,20.6,55.9,0
TB000983,Blue,2023-10-04,1055,JFK,80,0,0,0,9,227.75,1993.92,Blue,0.296,3,0.333,0.359,0.182,19897,3143,34.92,166,15094,0,2,0,3.05,4,2,0.474,7,0.526,91.1,0,19.9,37.0,1
TB000984,Blue Plus,2023-12-20,978,BOS,1,1,1,2,3,256.57,826.25,Blue Extra,0.412,1,0.333,0.493,0.219,1721,1141,12.68,21,5550,0,2,0,3.26,4,1,0.161,10,0.251,99.9,24,8.3,44.1,0
TB000985,Blue,2015-12-21,3899,BOS,159,0,0,1,12,112.17,1251.36,Blue,0.026,1,0.083,0.637,0.154,6931,1383,15.37,91,1994,0,0,0,4.44,7,0,0.0,0,0.412,82.3,12,12.5,35.6,1
TB000986,Mosaic,2022-10-20,1404,BOS,87,2,5,5,5,247.08,1393.08,Blue,0.534,6,1.0,0.496,0.167,5408,2124,23.6,142,9093,0,1,0,2.85,7,3,0.435,11,0.41,90.3,60,13.9,54.7,0
TB000987,Blue,2018-01-27,3131,JFK,234,0,0,0,4,306.1,1370.66,Blue Basic,0.271,5,1.0,0.467,0.108,3235,2611,29.01,110,16972,0,0,0,4.58,8,2,0.209,9,0.416,74.0,0,13.7,29.2,1
TB000988,Blue,2025-09-26,332,BOS,503,1,2,3,3,216.62,562.53,Blue Basic,0.216,3,1.0,0.339,0.216,20892,612,6.8,103,0,0,0,0,4.54,7,1,0.175,3,0.151,44.1,36,5.6,28.6,1
TB000989,Blue,2018-11-19,2835,JFK,156,1,4,7,17,284.89,4456.85,Blue Basic,0.636,4,0.235,0.281,0.264,7437,1075,11.94,247,9483,0,1,0,4.25,8,0,0.0,11,0.34,82.7,84,44.6,70.4,1
TB000990,Blue Plus,2019-10-05,2515,JFK,19,0,0,1,16,439.82,7655.22,Blue Extra,0.376,2,0.125,0.549,0.0,14570,4477,49.74,315,4964,0,0,0,4.33,6,1,0.224,0,0.541,97.9,12,76.6,62.2,0
TB000991,Blue Plus,2023-10-11,1048,FLL,53,1,2,4,13,374.81,5078.76,Blue,0.236,8,0.615,0.49,0.236,12963,3945,43.83,39,13396,0,0,0,4.81,9,5,0.526,9,0.307,94.1,48,50.8,64.3,0
TB000992,Blue,2016-07-09,3698,BOS,21,3,4,5,15,410.21,5656.18,Blue Extra,0.2,9,0.6,0.294,0.0,11039,4993,55.48,100,9982,0,0,0,4.79,3,1,0.467,29,0.801,97.7,60,56.6,71.4,0
TB000993,Mosaic,2024-10-06,687,LAX,6,0,2,4,9,319.29,2800.57,Blue Extra,0.029,8,0.889,0.545,0.123,15674,2685,29.83,213,10908,0,0,0,4.26,3,2,0.753,28,0.417,99.3,48,28.0,58.4,0
TB000994,Blue,2025-06-01,449,BOS,319,0,0,0,0,326.11,343.12,Blue Basic,0.468,6,1.0,0.099,0.157,27253,1562,17.36,55,18804,0,0,0,5.0,4,1,0.338,8,0.658,64.6,0,3.4,22.7,1
TB000995,Blue,2014-09-02,4374,MCO,6,0,0,0,0,133.1,124.61,Blue,0.536,3,1.0,0.383,0.109,0,1524,16.93,476,0,0,2,0,2.39,8,0,0.0,0,0.0,99.3,0,1.2,33.5,1
TB000996,Blue,2023-04-05,1237,JFK,9,3,3,4,10,361.89,3932.0,Blue,0.42,3,0.3,0.44,0.0,18724,4897,54.41,52,121,0,0,0,4.25,4,3,0.66,0,0.254,99.0,48,39.3,62.1,0
TB000997,Blue,2020-10-17,2137,BOS,52,3,6,6,12,233.21,2969.35,Blue,0.0,4,0.333,0.537,0.213,12276,2312,25.69,64,625,0,0,0,4.3,8,4,0.473,14,0.283,94.2,72,29.7,65.3,0
TB000998,Blue,2025-04-24,487,LAX,160,0,2,5,5,327.69,1477.09,Blue,0.327,6,1.0,0.635,0.094,10405,2325,25.83,35,6499,0,0,0,4.46,4,2,0.461,21,0.632,82.2,60,14.8,52.3,0
TB000999,Blue Plus,2019-05-26,2647,SJU,153,2,2,3,7,123.68,942.81,Blue Basic,0.481,1,0.143,0.354,0.12,21552,935,10.39,72,0,0,1,1,2.9,6,0,0.0,20,0.536,83.0,36,9.4,42.8,0
TB001000,Blue,2018-08-07,2939,JFK,477,1,2,3,11,222.44,2703.88,Blue Basic,0.335,3,0.273,0.156,0.303,22265,1658,18.42,389,0,0,1,0,2.85,5,0,0.0,9,0.245,47.0,36,27.0,36.7,1
TB001001,Blue Plus,2015-12-26,3894,BOS,36,0,2,5,13,129.88,1821.4,Blue Basic,0.215,6,0.462,0.379,0.172,10672,1940,21.56,76,1903,0,0,0,4.3,4,1,0.267,1,0.258,96.0,60,18.2,58.1,0
TB001002,Blue Plus,2017-09-10,3270,LAX,190,2,2,5,15,297.28,5070.55,Blue Extra,0.335,5,0.333,0.273,0.023,11956,1276,14.18,412,7480,1,1,1,3.22,6,2,0.299,15,0.309,78.9,60,50.7,63.2,1
TB001003,Blue,2022-04-18,1589,JFK,440,0,0,0,0,289.8,296.26,Mint,0.304,3,1.0,0.389,0.121,4302,2046,22.73,37,10047,0,0,0,3.92,3,0,0.0,9,0.354,51.1,0,3.0,18.0,1
TB001004,Mosaic,2018-03-07,3092,JFK,258,3,3,6,18,415.32,6423.09,Blue,0.174,9,0.5,0.507,0.226,20566,3543,39.37,19,19831,0,0,0,4.52,6,3,0.521,17,0.389,71.3,72,64.2,69.2,0
TB001005,Mosaic,2017-06-01,3371,FLL,126,0,0,0,12,321.32,4096.85,Blue,0.234,1,0.083,0.172,0.0,13112,462,5.13,576,5700,1,2,0,2.8,7,3,0.459,10,0.165,86.0,0,41.0,42.3,1
TB001006,Blue,2018-12-10,2814,FLL,142,0,2,3,14,334.69,4206.54,Blue,0.109,5,0.357,0.168,0.179,8566,1591,17.68,8,12148,0,1,0,4.02,6,2,0.309,31,0.407,84.2,36,42.1,54.1,0
TB001007,Blue,2026-05-29,87,SJU,22,0,0,1,8,206.89,1817.4,Blue Basic,0.036,2,0.25,0.453,0.131,9114,437,4.86,322,2399,0,0,0,4.17,9,1,0.077,5,0.112,97.6,12,18.2,42.6,0
TB001008,Blue,2024-08-01,753,SJU,69,2,2,2,9,334.69,2859.81,Blue,0.439,9,1.0,0.369,0.029,19219,3147,34.97,127,19678,0,0,0,5.0,5,2,0.454,12,0.435,92.3,24,28.6,48.3,0
TB001009,Blue,2022-10-19,1405,FLL,22,4,5,5,10,345.98,3474.35,Blue Basic,0.013,7,0.7,0.269,0.05,21042,1267,14.08,176,26660,0,0,0,4.1,6,3,0.517,17,0.458,97.6,60,34.7,64.1,0
TB001010,Blue,2015-10-26,3955,BOS,258,0,0,0,9,164.57,1674.44,Blue Extra,0.399,1,0.111,0.347,0.0,146,0,0.0,60,0,0,3,0,3.4,4,0,0.0,1,0.128,71.3,0,16.7,29.3,1
TB001011,Blue Plus,2016-01-30,3859,LAX,210,2,3,4,18,291.58,5386.03,Blue,0.564,4,0.222,0.371,0.082,8062,0,0.0,66,7517,0,0,0,4.57,5,0,0.0,19,0.402,76.7,48,53.9,59.5,1
TB001012,Blue,2018-11-12,2842,MCO,244,2,5,5,16,330.16,5974.6,Blue Extra,0.274,7,0.438,0.477,0.104,19856,1188,13.2,447,5739,0,0,0,4.71,0,0,0.048,22,0.091,72.9,60,59.7,64.2,1
TB001013,Blue,2015-06-03,4100,MCO,332,2,4,6,11,365.92,4618.0,Blue,0.0,4,0.364,0.472,0.18,4336,0,0.0,515,0,0,1,0,3.65,4,2,0.5,9,0.069,63.1,72,46.2,60.4,1
TB001014,Blue,2023-01-19,1313,JFK,155,2,3,5,13,287.86,3840.83,Blue,0.382,5,0.385,0.338,0.094,15171,0,0.0,452,5347,1,0,0,4.16,6,2,0.304,6,0.56,82.8,60,38.4,60.4,1
TB001015,Blue Plus,2025-05-12,469,SJU,14,5,6,8,8,415.65,3710.49,Blue,0.183,5,0.625,0.23,0.0,33891,4250,47.22,2,5045,0,0,0,4.87,6,2,0.368,35,0.596,98.4,96,37.1,77.2,0
TB001016,Blue,2017-10-12,3238,SJU,96,2,3,7,24,372.98,8891.39,Blue Extra,0.315,2,0.083,0.542,0.174,16708,2845,31.61,335,14185,0,0,0,4.55,9,5,0.593,14,0.375,89.3,84,88.9,87.4,0
TB001017,Blue,2026-06-20,65,LAX,34,1,4,5,17,399.83,6210.34,Blue,0.41,6,0.353,0.424,0.124,11364,1322,14.69,236,12709,0,1,1,3.54,4,2,0.586,16,0.469,96.2,60,62.1,72.8,0
TB001018,Blue,2023-05-18,1194,BOS,212,1,6,8,14,375.37,5167.09,Mint,0.163,4,0.286,0.355,0.128,7684,179,1.99,2,6893,0,0,0,4.39,4,3,0.728,19,0.522,76.4,96,51.7,74.7,0
TB001019,Mosaic,2016-10-10,3605,BOS,508,0,0,3,7,248.89,1605.12,Blue,0.323,7,1.0,0.346,0.103,18735,28,0.31,265,13327,0,2,0,2.84,6,2,0.273,6,0.434,43.6,36,16.1,31.9,1
TB001020,Blue,2015-02-08,4215,FLL,201,3,5,9,19,384.01,6911.28,Blue Extra,0.104,4,0.211,0.566,0.032,16330,2402,26.69,34,908,0,0,0,4.5,5,5,0.944,24,0.195,77.7,100,69.1,82.3,0
TB001021,Mosaic,2020-01-14,2414,JFK,39,4,5,6,20,303.92,5190.6,Blue,0.349,3,0.15,0.572,0.021,7087,3576,39.73,35,11577,0,0,0,4.32,7,1,0.174,11,0.293,95.7,72,51.9,73.2,0
TB001022,Blue,2026-04-01,145,BOS,339,1,1,3,3,228.03,592.32,Blue,0.461,4,1.0,0.416,0.137,3769,1855,20.61,24,0,0,1,0,3.72,4,1,0.334,7,0.064,62.3,36,5.9,34.7,1
TB001023,Mosaic,2018-11-26,2828,JFK,52,4,6,8,16,439.45,7121.37,Blue Basic,0.285,10,0.625,0.015,0.365,25185,2764,30.71,32,16950,0,0,0,3.66,5,4,0.785,8,0.624,94.2,96,71.2,87.1,0
TB001024,Blue,2021-03-22,1981,BOS,13,2,5,5,21,424.14,10181.8,Blue,0.21,7,0.333,0.537,0.152,8758,3637,40.41,92,8312,0,0,0,4.81,4,3,0.77,20,0.848,98.6,60,100,86.2,0
TB001025,Blue,2020-03-02,2366,JFK,57,2,2,3,7,358.44,2659.16,Blue,0.225,7,1.0,0.329,0.176,25756,3124,34.71,371,15009,0,0,0,4.69,3,1,0.426,12,0.509,93.7,36,26.6,52.1,0
