transaction_amount,transaction_hour,location_mismatch,previous_fraud_flags,velocity_last_1hr,account_age_days,failed_auth_attempts,ip_country_match,amount_deviation_ratio,is_weekend,distance_from_home_km,cvv_match,is_fraudulent_transaction,cvv_match_missing,transaction_amount_missing,ip_country_match_missing,device_type_mobile,device_type_tablet,device_type_unknown,card_type_debit,card_type_prepaid,card_type_virtual,transaction_channel_mobile_app,transaction_channel_online,transaction_channel_pos,merchant_category_electronics,merchant_category_entertainment,merchant_category_gambling,merchant_category_groceries,merchant_category_healthcare,merchant_category_retail,merchant_category_travel
371.81,18.0,1.0,0.0,1.0,182.0,,1.0,5.9088,0.0,15.63,1.0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
77.23,15.0,0.0,0.0,1.0,55.0,0.0,0.0,-0.8415,1.0,16.4,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
97.64,12.0,0.0,1.0,1.0,1670.0,1.0,1.0,0.8201,0.0,6.38,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
126.26,8.0,0.0,0.0,,24.0,0.0,1.0,-0.8949,1.0,62.73,1.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
96.88,9.0,0.0,0.0,1.0,421.0,1.0,1.0,0.5266,0.0,5.32,1.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
299739.51,18.0,0.0,,1.0,872.0,0.0,1.0,3707.837,1.0,4.13,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
85.47,10.0,0.0,0.0,1.0,,0.0,1.0,,0.0,4.59,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
126.26,10.0,0.0,0.0,2.0,183.0,1.0,1.0,1.3798,1.0,12.42,1.0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
86.56,8.0,0.0,0.0,2.0,278.0,,1.0,-0.3445,0.0,7.34,1.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1030.76,8.0,0.0,0.0,1.0,321.0,0.0,1.0,3.4978,1.0,61.16,1.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
126.26,10.0,0.0,,,80.0,,1.0,1.2283,0.0,,1.0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
126.26,8.0,0.0,0.0,0.0,1989.0,,1.0,,0.0,35.08,1.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
21.91,12.0,0.0,,3.0,16.0,0.0,1.0,-0.3196,0.0,,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
126.26,9.0,0.0,0.0,,12.0,0.0,1.0,-0.5921,0.0,16.35,1.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
937457.48,6.0,0.0,0.0,5.0,197.0,,1.0,4666.6333,0.0,27.69,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
94.64,20.0,0.0,0.0,2.0,,,1.0,-0.5992,1.0,3.14,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
59.33,12.0,0.0,0.0,,,,1.0,-0.7054,0.0,33.28,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
84.02,8.0,0.0,0.0,0.0,,0.0,1.0,-0.8132,0.0,26.71,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
126.26,12.0,1.0,2.0,,6.0,1.0,0.0,,0.0,,1.0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
1055.14,23.0,0.0,4.0,5.0,,,0.0,,1.0,,1.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
159.89,4.0,0.0,0.0,2.0,,0.0,1.0,0.2066,0.0,48.5,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
159.92,11.0,0.0,0.0,3.0,1152.0,,1.0,1.1072,1.0,7.72,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100.86,18.0,0.0,0.0,2.0,86.0,0.0,1.0,-0.296,0.0,17.11,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
730.79,23.0,1.0,,,5.0,3.0,0.0,,1.0,477.8,1.0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
63.49,16.0,0.0,0.0,0.0,286.0,0.0,1.0,-0.8899,0.0,,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
121.78,12.0,0.0,0.0,,733.0,,0.0,-0.7713,0.0,3.78,1.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
126.26,8.0,0.0,0.0,0.0,572.0,0.0,1.0,0.8713,0.0,0.49,1.0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
247.01,6.0,0.0,0.0,3.0,678.0,0.0,1.0,1.4699,0.0,,1.0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
298.72,17.0,0.0,,0.0,,0.0,1.0,-0.2591,1.0,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
47.0,12.0,0.0,0.0,1.0,,0.0,1.0,0.7422,0.0,32.61,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
126.26,20.0,0.0,0.0,,882.0,,1.0,,0.0,6.9,1.0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
126.26,13.0,0.0,0.0,,791.0,1.0,1.0,-0.9113,1.0,0.04,1.0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
145.3,7.0,0.0,0.0,2.0,351.0,0.0,1.0,2.7744,0.0,1.64,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
60.7,13.0,0.0,0.0,2.0,,0.0,1.0,-0.7805,0.0,4.76,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
186.04,12.0,0.0,0.0,1.0,2462.0,0.0,1.0,-0.2802,0.0,28.93,1.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
126.26,9.0,0.0,0.0,3.0,987.0,0.0,1.0,-0.7378,0.0,2.45,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
35.39,15.0,0.0,0.0,1.0,,0.0,1.0,-0.832,1.0,12.52,1.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
126.26,7.0,0.0,0.0,,261.0,1.0,1.0,-0.5731,0.0,22.29,1.0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
145.68,18.0,0.0,0.0,1.0,,0.0,1.0,-0.5643,1.0,8.05,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
126.26,19.0,0.0,0.0,,371.0,0.0,1.0,-0.6805,0.0,18.05,1.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
37.49,12.0,0.0,0.0,0.0,161.0,0.0,1.0,-0.836,0.0,42.09,1.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
126.55,7.0,0.0,0.0,,273.0,0.0,1.0,-0.721,1.0,17.92,1.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
235.73,19.0,0.0,0.0,,,0.0,1.0,9.2551,1.0,5.22,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
126.26,16.0,0.0,0.0,1.0,97.0,0.0,1.0,-0.7707,0.0,1.65,1.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
99.99,10.0,0.0,0.0,0.0,409.0,,1.0,-0.6454,0.0,0.66,1.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
35.49,17.0,0.0,0.0,,340.0,0.0,1.0,-0.9075,0.0,8.98,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
126.26,12.0,0.0,0.0,2.0,,0.0,1.0,1.3613,1.0,,1.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
334.52,17.0,0.0,,2.0,747.0,1.0,1.0,14.8607,0.0,4.36,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
152.01,9.0,0.0,,1.0,250.0,0.0,1.0,,0.0,7.92,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
187.41,9.0,0.0,0.0,0.0,38.0,0.0,1.0,,1.0,,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
126.26,0.0,1.0,,12.0,64.0,3.0,0.0,96.0954,0.0,108.12,1.0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0
243.9,9.0,0.0,0.0,0.0,1276.0,0.0,1.0,,0.0,9.22,1.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
126.26,12.0,0.0,0.0,3.0,,0.0,1.0,-0.8976,0.0,,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
61.54,14.0,0.0,1.0,0.0,687.0,0.0,1.0,,0.0,21.95,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
296.02,11.0,1.0,0.0,0.0,860.0,0.0,1.0,,0.0,1.74,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
130.85,16.0,0.0,0.0,,242.0,,0.0,0.2954,1.0,20.18,1.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
126.26,16.0,0.0,0.0,3.0,518.0,0.0,1.0,,1.0,2.18,1.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
28.4,20.0,0.0,0.0,0.0,,1.0,1.0,-0.8711,0.0,17.7,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
31.62,13.0,0.0,0.0,0.0,1549.0,,1.0,,0.0,43.11,1.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
143.12,9.0,0.0,0.0,1.0,,,1.0,-0.3779,0.0,,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
26.96,14.0,0.0,0.0,1.0,419.0,0.0,1.0,-0.8145,0.0,18.19,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
10.49,8.0,0.0,0.0,1.0,1104.0,1.0,1.0,,0.0,15.97,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
126.26,8.0,0.0,0.0,1.0,1640.0,0.0,1.0,-0.5269,1.0,23.77,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
126.26,12.0,0.0,,0.0,138.0,0.0,0.0,13.9671,0.0,28.47,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
936895.92,5.0,0.0,0.0,1.0,503.0,0.0,1.0,2691.6905,0.0,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
109.36,15.0,0.0,0.0,,208.0,0.0,1.0,-0.1233,0.0,4.92,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
7.92,15.0,0.0,1.0,,1539.0,0.0,1.0,-0.9774,0.0,,1.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
126.26,9.0,0.0,0.0,2.0,651.0,,1.0,-0.062,0.0,3.41,1.0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
138.68,10.0,0.0,0.0,1.0,445.0,1.0,1.0,0.0033,0.0,,1.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
423.86,22.0,1.0,0.0,1.0,351.0,,1.0,1.9369,1.0,51.11,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
126.26,18.0,0.0,0.0,,,,1.0,3.9787,0.0,0.1,1.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
126.22,8.0,0.0,0.0,1.0,1283.0,0.0,1.0,0.8013,0.0,12.56,1.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
54.3,3.0,0.0,,1.0,1322.0,0.0,1.0,-0.1194,0.0,35.06,1.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
126.26,7.0,0.0,3.0,12.0,62.0,1.0,0.0,,0.0,,1.0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
36.21,7.0,0.0,0.0,2.0,232.0,,1.0,0.0208,0.0,,1.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
138.95,16.0,0.0,0.0,1.0,216.0,0.0,1.0,-0.6216,1.0,11.34,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7.16,12.0,0.0,0.0,,997.0,0.0,1.0,-0.9881,0.0,8.19,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
255.95,22.0,0.0,0.0,0.0,1866.0,,1.0,,0.0,,1.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
487.7,11.0,0.0,0.0,1.0,835.0,0.0,1.0,3.0425,0.0,0.66,1.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
126.26,15.0,0.0,0.0,1.0,,,1.0,2.64,0.0,12.26,1.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
30.48,19.0,0.0,0.0,0.0,5623.0,,1.0,-0.3874,1.0,,1.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
164.52,15.0,1.0,0.0,1.0,838.0,0.0,1.0,-0.1245,0.0,4.49,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
141.24,10.0,0.0,0.0,0.0,,0.0,1.0,2.3927,0.0,9.96,1.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
72.9,15.0,0.0,0.0,2.0,1946.0,0.0,1.0,-0.2301,0.0,,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
126.26,11.0,0.0,0.0,2.0,207.0,,1.0,,0.0,32.95,1.0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
283.56,8.0,0.0,0.0,1.0,218.0,,1.0,0.1038,1.0,,1.0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
126.26,11.0,0.0,0.0,,238.0,0.0,1.0,-0.0947,0.0,3.19,1.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
77.62,17.0,0.0,1.0,2.0,461.0,0.0,1.0,-0.3106,0.0,10.11,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
126.26,1.0,0.0,0.0,1.0,5.0,0.0,1.0,-0.5541,0.0,20.59,1.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
167.65,10.0,0.0,0.0,2.0,822.0,0.0,1.0,0.1125,0.0,10.61,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
347.9,22.0,0.0,0.0,1.0,1511.0,,1.0,0.7131,0.0,17.99,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
126.26,11.0,0.0,,3.0,,,1.0,-0.2658,1.0,5.64,1.0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
126.26,12.0,0.0,0.0,1.0,248.0,0.0,0.0,14.6509,0.0,3.09,1.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1424.48,23.0,1.0,,12.0,,,1.0,,0.0,,1.0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
126.26,12.0,0.0,0.0,1.0,2246.0,1.0,1.0,-0.7949,0.0,23.35,1.0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
402.4,16.0,0.0,0.0,2.0,776.0,0.0,1.0,,0.0,14.57,1.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
126.26,12.0,0.0,0.0,,,,1.0,,0.0,15.01,1.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
253.5,11.0,0.0,0.0,3.0,1010.0,1.0,1.0,,0.0,8.72,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
126.26,8.0,0.0,0.0,0.0,,1.0,1.0,-0.4692,0.0,,1.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
7.11,18.0,0.0,0.0,1.0,522.0,0.0,0.0,-0.9883,0.0,,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
36.31,23.0,0.0,0.0,,1166.0,0.0,1.0,-0.6176,0.0,,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
126.26,9.0,0.0,0.0,2.0,797.0,,1.0,,0.0,1.54,1.0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
149.48,12.0,0.0,0.0,1.0,756.0,0.0,1.0,-0.2123,0.0,,1.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
126.26,0.0,1.0,4.0,13.0,,,0.0,5.5099,0.0,,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
134.89,7.0,1.0,0.0,3.0,,0.0,1.0,,0.0,54.5,1.0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
49.48,9.0,0.0,,2.0,280.0,0.0,1.0,-0.4468,0.0,14.44,1.0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
126.26,10.0,0.0,0.0,4.0,4112.0,,1.0,-0.2157,1.0,0.6,1.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
232.1,8.0,0.0,0.0,2.0,824.0,,1.0,-0.4355,1.0,57.64,1.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
19.24,17.0,0.0,0.0,,,0.0,1.0,-0.9494,0.0,5.19,1.0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1119.49,19.0,1.0,6.0,8.0,,,0.0,,0.0,,1.0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
126.26,9.0,0.0,0.0,1.0,,1.0,1.0,,0.0,5.96,1.0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
34.35,12.0,0.0,,2.0,1727.0,,1.0,-0.5218,0.0,7.34,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
345.83,19.0,0.0,0.0,,1749.0,,1.0,0.9587,0.0,37.64,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
78.15,6.0,0.0,0.0,0.0,387.0,0.0,1.0,-0.5874,0.0,35.81,1.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
126.26,21.0,0.0,0.0,2.0,142.0,0.0,1.0,-0.8097,1.0,,1.0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
30.75,14.0,0.0,0.0,3.0,873.0,0.0,1.0,-0.5967,0.0,,1.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
126.26,20.0,1.0,6.0,,56.0,4.0,0.0,,0.0,72.98,1.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
54.86,7.0,0.0,1.0,,1848.0,0.0,1.0,-0.5001,0.0,0.72,1.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
132.33,10.0,0.0,0.0,1.0,,,1.0,-0.1734,0.0,1.23,1.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
501.95,14.0,0.0,0.0,0.0,,0.0,1.0,4.3131,1.0,4.3,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
126.26,9.0,1.0,0.0,3.0,,0.0,1.0,-0.5161,0.0,4.63,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
126.26,10.0,0.0,3.0,15.0,46.0,3.0,0.0,,1.0,89.77,1.0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
47.08,20.0,0.0,0.0,0.0,281.0,0.0,1.0,-0.7664,0.0,3.85,1.0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
27.42,12.0,1.0,0.0,1.0,78.0,0.0,1.0,,1.0,4.23,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
171.56,7.0,0.0,0.0,2.0,680.0,1.0,1.0,0.1918,0.0,,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
774354.22,13.0,0.0,0.0,0.0,378.0,0.0,1.0,1195.0757,0.0,1.2,1.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
69.13,11.0,0.0,0.0,,922.0,0.0,1.0,-0.654,1.0,6.05,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
153.33,17.0,0.0,1.0,2.0,1890.0,0.0,1.0,2.7625,1.0,5.64,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
103.9,12.0,0.0,0.0,,,0.0,1.0,1.9677,0.0,44.68,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
82988.53,20.0,0.0,0.0,2.0,,,1.0,3855.7181,0.0,11.94,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
53.95,12.0,0.0,0.0,2.0,1886.0,,1.0,-0.7243,0.0,12.62,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
126.26,17.0,0.0,0.0,0.0,1240.0,0.0,0.0,0.7895,0.0,42.03,1.0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
126.26,11.0,0.0,0.0,1.0,,1.0,1.0,-0.3375,0.0,27.21,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
533.66,12.0,0.0,0.0,2.0,631.0,0.0,0.0,-0.4319,0.0,50.28,1.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
76.78,17.0,0.0,0.0,2.0,,0.0,1.0,,0.0,4.07,1.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
181.92,8.0,0.0,1.0,4.0,2251.0,0.0,1.0,-0.3448,0.0,19.58,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
576.62,19.0,0.0,,,,0.0,1.0,,1.0,,1.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
35.56,11.0,0.0,0.0,1.0,,,1.0,-0.8132,0.0,15.23,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9.48,9.0,0.0,0.0,3.0,791.0,,1.0,-0.9095,1.0,10.03,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
385.12,13.0,0.0,0.0,1.0,,1.0,1.0,9.3051,0.0,10.07,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
70.33,12.0,0.0,1.0,1.0,921.0,,1.0,-0.8028,0.0,71.61,1.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
336.66,13.0,0.0,0.0,1.0,438.0,0.0,1.0,0.4446,0.0,7.37,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
272.49,9.0,0.0,,3.0,161.0,0.0,1.0,8.053,0.0,1.07,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
187.18,19.0,0.0,0.0,0.0,97.0,0.0,1.0,-0.5923,0.0,11.16,1.0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
71.79,12.0,0.0,1.0,0.0,,0.0,1.0,-0.7747,0.0,15.06,1.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
126.26,6.0,0.0,0.0,1.0,250.0,0.0,1.0,,0.0,62.44,1.0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
126.26,20.0,0.0,,3.0,257.0,0.0,1.0,0.4553,0.0,8.91,1.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
157.38,16.0,0.0,,,,0.0,1.0,,0.0,0.09,1.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
399.77,16.0,0.0,1.0,3.0,589.0,0.0,0.0,0.4631,1.0,12.91,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
225.86,11.0,0.0,0.0,2.0,737.0,0.0,1.0,2.8646,1.0,3.98,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70.18,17.0,0.0,0.0,0.0,,0.0,1.0,-0.927,0.0,,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
277.95,7.0,0.0,0.0,0.0,17.0,0.0,1.0,0.6662,0.0,15.91,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
19.86,15.0,0.0,0.0,1.0,,,1.0,-0.7164,0.0,13.26,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
38.25,12.0,0.0,0.0,1.0,1352.0,0.0,1.0,-0.7831,0.0,21.44,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
76.87,8.0,0.0,0.0,0.0,54.0,0.0,1.0,-0.4279,1.0,20.55,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
220.29,11.0,0.0,0.0,0.0,,,1.0,,0.0,,1.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
363.45,7.0,1.0,0.0,3.0,,0.0,1.0,4.9795,0.0,91.09,1.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
126.26,10.0,0.0,0.0,0.0,894.0,0.0,1.0,-0.8113,0.0,,1.0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
140.78,11.0,0.0,1.0,3.0,1645.0,0.0,1.0,0.3302,1.0,1.06,1.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
48.07,14.0,0.0,,,,0.0,1.0,0.6874,1.0,,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
